,episode,mean reward,std reward,algorithm,upper,lower
83,83,179526.53093466908,143015.7103184434,A2C v4 w/ pred,297139.8812775455,61654.961703879366
84,84,172383.75647273922,22531.147221411295,A2C v4 w/ pred,292348.4586163017,61435.05011024674
85,85,183916.16887164503,135503.62403324537,A2C v4 w/ pred,299666.3614772096,45418.77856076746
86,86,166576.55674320456,175703.2159854261,A2C v4 w/ pred,282492.37828528066,56631.05658678769
87,87,157862.68140986486,5538.495202483403,A2C v4 w/ pred,277247.41796989413,57476.132793326724
88,88,160797.49819655073,135214.10525564855,A2C v4 w/ pred,270320.54127615405,57315.657762431714
89,89,152358.5792916285,140041.60731256276,A2C v4 w/ pred,257475.3290897272,64756.46696171865
90,90,159178.24737100519,35976.41129953338,A2C v4 w/ pred,268635.97894652194,49173.85839696502
91,91,160017.26034498625,144044.91770429583,A2C v4 w/ pred,264609.356934297,44573.55791252371
92,92,145563.71555663558,127455.18323556181,A2C v4 w/ pred,247133.9830049098,58393.201013097794
93,93,152504.5159989696,41585.603389874464,A2C v4 w/ pred,263301.50394968793,42220.00012486562
94,94,150273.96293294453,156247.43932915296,A2C v4 w/ pred,263825.94652072835,40789.1523125766
95,95,140781.55638831362,138372.0163943271,A2C v4 w/ pred,252246.88210655027,54622.00573723742
96,96,148297.90259913923,19228.13083561989,A2C v4 w/ pred,264877.8240797204,41487.86082918636
97,97,157834.28169259458,167242.10436753495,A2C v4 w/ pred,264719.06303266814,38898.847823807075
98,98,156265.47199030753,144990.5571722955,A2C v4 w/ pred,265715.5014139371,37739.848621489575
99,99,163627.52434404235,12982.018118368345,A2C v4 w/ pred,274894.01398167724,25442.76740438889
100,100,156662.23269660052,164801.84570563945,A2C v4 w/ pred,260481.0720216381,35823.85332570629
101,101,146278.39008282853,156196.17749593093,A2C v4 w/ pred,246754.95142603503,47606.15530322574
102,102,144750.91145139257,138232.37115349382,A2C v4 w/ pred,244276.37720281963,46859.6904649301
103,103,136911.6727521672,148963.57231407886,A2C v4 w/ pred,228660.92988492353,57355.64964179408
104,104,130114.68273933585,32277.299922370305,A2C v4 w/ pred,229400.96236567904,49961.159548361175
105,105,131062.46329789553,10829.903528714502,A2C v4 w/ pred,224624.1115171256,44663.824541689726
106,106,132172.70729158394,10567.583911020965,A2C v4 w/ pred,219681.91920291568,40948.7269346127
107,107,132236.84098743388,36685.071893734406,A2C v4 w/ pred,216874.66850438138,36878.0857831367
108,108,122993.18392692061,185663.1700432377,A2C v4 w/ pred,200993.7428106975,46264.795394352754
109,109,113256.59506791814,15584.438908958591,A2C v4 w/ pred,187896.7818427374,56574.954098844886
110,110,113375.7830901657,158666.3721699749,A2C v4 w/ pred,,
111,111,111888.9308327769,162513.1297606393,A2C v4 w/ pred,,
112,112,112279.83103905346,11894.19462899416,A2C v4 w/ pred,,
113,113,122977.66143482745,31927.97395181779,A2C v4 w/ pred,,
0,0,365410.0,,Human,,
1,1,365410.0,,Human,,
2,2,365410.0,,Human,,
3,3,365410.0,,Human,,
4,4,365410.0,,Human,,
5,5,365410.0,,Human,,
6,6,365410.0,,Human,,
7,7,365410.0,,Human,,
8,8,365410.0,,Human,,
9,9,365410.0,,Human,,
10,10,365410.0,,Human,,
11,11,365410.0,,Human,,
12,12,365410.0,,Human,,
13,13,365410.0,,Human,,
14,14,365410.0,,Human,,
15,15,365410.0,,Human,,
16,16,365410.0,,Human,,
17,17,365410.0,,Human,,
18,18,365410.0,,Human,,
19,19,365410.0,,Human,,
20,20,365410.0,,Human,,
21,21,365410.0,,Human,,
22,22,365410.0,,Human,,
23,23,365410.0,,Human,,
24,24,365410.0,,Human,,
25,25,365410.0,,Human,,
26,26,365410.0,,Human,,
27,27,365410.0,,Human,,
28,28,365410.0,,Human,,
29,29,365410.0,,Human,,
30,30,365410.0,,Human,,
31,31,365410.0,,Human,,
32,32,365410.0,,Human,,
33,33,365410.0,,Human,,
34,34,365410.0,,Human,,
35,35,365410.0,,Human,,
36,36,365410.0,,Human,,
37,37,365410.0,,Human,,
38,38,365410.0,,Human,,
39,39,365410.0,,Human,,
40,40,365410.0,,Human,,
41,41,365410.0,,Human,,
42,42,365410.0,,Human,,
43,43,365410.0,,Human,,
44,44,365410.0,,Human,,
45,45,365410.0,,Human,,
46,46,365410.0,,Human,,
47,47,365410.0,,Human,,
48,48,365410.0,,Human,,
49,49,365410.0,,Human,,
50,50,365410.0,,Human,,
51,51,365410.0,,Human,,
52,52,365410.0,,Human,,
53,53,365410.0,,Human,,
54,54,365410.0,,Human,,
55,55,365410.0,,Human,,
56,56,365410.0,,Human,,
57,57,365410.0,,Human,,
58,58,365410.0,,Human,,
59,59,365410.0,,Human,,
60,60,365410.0,,Human,,
61,61,365410.0,,Human,,
62,62,365410.0,,Human,,
63,63,365410.0,,Human,,
64,64,365410.0,,Human,,
65,65,365410.0,,Human,,
66,66,365410.0,,Human,,
67,67,365410.0,,Human,,
68,68,365410.0,,Human,,
69,69,365410.0,,Human,,
70,70,365410.0,,Human,,
71,71,365410.0,,Human,,
72,72,365410.0,,Human,,
73,73,365410.0,,Human,,
74,74,365410.0,,Human,,
75,75,365410.0,,Human,,
76,76,365410.0,,Human,,
77,77,365410.0,,Human,,
78,78,365410.0,,Human,,
79,79,365410.0,,Human,,
80,80,365410.0,,Human,,
81,81,365410.0,,Human,,
82,82,365410.0,,Human,,
83,83,365410.0,,Human,,
84,84,365410.0,,Human,,
85,85,365410.0,,Human,,
86,86,365410.0,,Human,,
87,87,365410.0,,Human,,
88,88,365410.0,,Human,,
89,89,365410.0,,Human,,
90,90,365410.0,,Human,,
91,91,365410.0,,Human,,
92,92,365410.0,,Human,,
93,93,365410.0,,Human,,
94,94,365410.0,,Human,,
95,95,365410.0,,Human,,
96,96,365410.0,,Human,,
97,97,365410.0,,Human,,
98,98,365410.0,,Human,,
99,99,365410.0,,Human,,
100,100,365410.0,,Human,,
101,101,365410.0,,Human,,
102,102,365410.0,,Human,,
103,103,365410.0,,Human,,
104,104,365410.0,,Human,,
105,105,365410.0,,Human,,
106,106,365410.0,,Human,,
107,107,365410.0,,Human,,
108,108,365410.0,,Human,,
109,109,365410.0,,Human,,
110,110,365410.0,,Human,,
111,111,365410.0,,Human,,
112,112,365410.0,,Human,,
113,113,365410.0,,Human,,
114,114,365410.0,,Human,,
115,115,365410.0,,Human,,
116,116,365410.0,,Human,,
117,117,365410.0,,Human,,
